author,text
bibhutibhushan bandopadhyay,"প্রথম বই খাতা হাঁতে ক্লাস রুমে ঢুকিবার সময় তাঁহার বুক আগ্রহের ওঁৎস্থক্যে চিপ, করিতেছিল"
bibhutibhushan bandopadhyay,"বেশ বড় ঘর, নীচু চৌকির উপর মা ্টারের চেয়ার পাতা খুব বড় ব্যাকবোর্ড"" সব ভারী পরিষ্কার পরিচ্ছন্ন, নিথুতভাবে সাজানো"
bibhutibhushan bandopadhyay,"চেয়ার, , টেবিল, ডেস্ক সব ঝক্ঝক্ করিতেছে, কোথাও একটু ময়লা বা দাগ নাই"
bibhutibhushan bandopadhyay,মাস্টার ক্লাসে ঢুকিলে সকলে উঠিয়া দাঁডাইল
bibhutibhushan bandopadhyay,নিয়ম পূর্বে সে যে সব স্কুলে পড়িত সেখানে দেখে নাই
bibhutibhushan bandopadhyay,"কে স্কুল পরিদর্শন করিতে আসিলে উঠিয়া দাড়াইবার কথা মাস্টার জানালা যা দেখিল পাশের ক্লাস-রুমে যা কি লিখতে দিয়া ক্লাসের এদিক-ওদিক পায়চারী করিতেছেন- -চোখে চশমা, আধপাকা দাঁড়ি বুকের উপর পড়িয়াছে, গম্ভীর চেহারা"
bibhutibhushan bandopadhyay,"সে পাশের ছেলেকে চুপি চুপি জিজ্ঞাসা করিল, উনি কোন্ মান্টার ভাই"
bibhutibhushan bandopadhyay,"ছেলেটি বলিল--উনি মিঃ দত্ত, হেডমাল্টার--ক্রিন, খুব ভালো ইংরিজি জানেন"
bibhutibhushan bandopadhyay,অপূর্ব নিরাশ হইল যে তাহাদের ক্লাসে মিঃ দত্তের কোন ঘণ্টা নাই
bibhutibhushan bandopadhyay,থার্ড ক্লাসের নিচে কোন ক্লাসে তিনি নাকি নামেন না
bibhutibhushan bandopadhyay,"পাশেই স্কুলের লাইব্রেরী, স্যাপ থালিনের গন্ধভরা পুরোনো বই-এর গন্ধ আসিতেছিল"
bibhutibhushan bandopadhyay,ভাবিল এ ধরণের ভরপুর লাইব্রেরীর গন্ধ কি ছোটবথাটো স্কুলে পাওয়া যায়
bibhutibhushan bandopadhyay,"ঢং ঢং করিয় ক্লাস শেষ হওয়ার ঘণ্টা পড়ে--আড়বোরালের স্কুলের মত রেলের পাটির লোহা বাজায় না, সত্যিকারের পেটা ঘড়ি"
bibhutibhushan bandopadhyay,টিফিনের পরের ঘণ্টায় সত্যেনবাবুর ক্লাস
bibhutibhushan bandopadhyay,"চব্বিশ-পঁচিশ বৎসরের যুবক, বেশ বলি গড়ন, ইহার মুখ দেখিয়া অপুর মনে হইল ইমি ভারী বিদান, বুদ্ধিমানও বটে"
bibhutibhushan bandopadhyay,প্রথম দিনেই ইঁহার উপর কেমন এক ধরণের শ্রদ্ধা তাহার গড়িয়া উঠিল
bibhutibhushan bandopadhyay,নেশ্রদ্ধা আরও গভীর হইল ইহার মুখের ইংরিজি উচ্চারণে ছুটির পর স্কুলের মাঠে বোডিং-এর ছেলেদের নান ধরণের খেলা শুরু হইল
bibhutibhushan bandopadhyay,তাহাদের ক্লাসের ননী ও সমীর তাহাকে ডাকিয়া লইয়া অন্ত সকল ছেলেদের পরিচয় করাইয়া বিভূতি-রচনাবলী দিল
bibhutibhushan bandopadhyay,"সে কজিকেট , নলী তাহার হাতে নিজের ব্যাটধানা তাঁহাকে বল মারিতে বলিল ও নিজে উইকেট হইতে একটু দূরে দাড়াইয়া খেলার আইনকাছন বুঝাইয়া লাগিল"
bibhutibhushan bandopadhyay,খেলার অবসানে স্থানে চলিয়া গেল
bibhutibhushan bandopadhyay,"খেলার মাঠে পশ্চিম কোণে একটা বড় বাদাম গাছ, অপু গিয়া তাহার তলায় বসিল"
bibhutibhushan bandopadhyay,একটু দূরে গবণ্ণমেণ্টের দাতব্য ওঁষধালয়
bibhutibhushan bandopadhyay,"বৈকালেও সেখানে একদল রোগীর ভিড় হইয়াছে, তাহাদের নানা কলরবের মধ্যে একটি ছোট মেয়ের কান্নার সুর শোনা যাইতেছে"
bibhutibhushan bandopadhyay,"পনেরো বৎসর বয়সের মধ্যে এই আজ প্রথম দিন, যেদিনটি সে মায়ের নিকট হইতে বহুদূরে আত্মীয়- বন্ধুহীন প্রবাসে একা কাটাইতেছে"
bibhutibhushan bandopadhyay,সেদিক দিয়া দেখিতে গেলে আজ তাহার জীবনের একটি স্মরণীয় দিন
bibhutibhushan bandopadhyay,"কত কথা মনে ওঠে, এই পনেরো"
bibhutibhushan bandopadhyay,"বৎসরের জীবনে কি অপূর্ব বৈচিত্র্য, কি সমীর টেবিলে আলো জ্বালিয়াছে"
bibhutibhushan bandopadhyay,অপুর কিছু ভালো লাগিতেছিল না--বিছানায় শুইয়া রহিল
bibhutibhushan bandopadhyay,"খানিকটা পরে সমীর পিছনে চাহিয়া তাহাকে সে অবস্থায় দেখিয়া বলিল, পড়বে না"
bibhutibhushan bandopadhyay,"অপু বলিল, একটু পরে--এই উঠচি"
bibhutibhushan bandopadhyay,"অপু উঠিয়া মালে , রোজ আসেন স্বপারিণ্টেঙেন্ট"
bibhutibhushan bandopadhyay,"অপু আলো জ্বালিবার একটু পরেই বিধুবাবু ঘরে জিজ্ঞাপা করিলেন, কি রকম লাগলো আজ ক্লাসে"
bibhutibhushan bandopadhyay,"পড়াশুনো সব দেখে নিয়েচ তো সমীর, ওকে একটু দেখিয়ে দিস তো কোথায় কিসের পড়া"
bibhutibhushan bandopadhyay,ক্লাসের রুটিনটা ওকে লিখে দে বরং--সব বই কেনা হয়েচে তো তোমার
bibhutibhushan bandopadhyay,"জিওমেটু নেই আচ্ছা আমার কাছে পাওয়া যাবে, এক টাকা সাড়ে পাঁচ আনা, কাল সকালে আমার ঘর থেকে গিয়ে নিয়ে এসো একখানা"
bibhutibhushan bandopadhyay,বিধুবাবু চলিয়া গেলে সমীর পড়িতে বসিল; কিন্তু পিছনে চাহিয়া পুনরায় অপূর্বকে শুইয়া থাকিতে দেখিয়া সে কাছে আসিয়া
bibhutibhushan bandopadhyay,"বলিল, বাঁড়ির মন কেমন করচে- না"
bibhutibhushan bandopadhyay,তাহার পর সে থাটের ধারে বসিরা তাঁহাকে বাড়ীর সম্বন্ধে নানা কথা করিতে লাগিল
bibhutibhushan bandopadhyay,"বলিল, তোমার মা একা থাকেন বাড়িতে"
bibhutibhushan bandopadhyay,"অপূর্ব বলিল, ও কিসের গণ্ট৷ ভাই"
bibhutibhushan bandopadhyay,খাওয়া-দাওয়ার পর দুই-তিনজন ছেলে তাহাদের ঘরে আসিল
bibhutibhushan bandopadhyay,"এই সময়টা আর সুপারিস্টেওেণ্টের ভয় নাই, তিনি নিজের ঘরে দরজা বন্ধ করিয় দিয়াছেন"
bibhutibhushan bandopadhyay,শীতের রাষ্ে অপরাজিত আর বড় একটা বাহির হন না
bibhutibhushan bandopadhyay,ছেলেরা এই সময়ে এঘর-ওঘর বেড়াইয়া গল্পগুজবের অবকাশ পার
bibhutibhushan bandopadhyay,"সমীর দরজা বন্ধ করিয় দিয়া বলিল, এসো নৃপেন, এই আমার থাটে বপো--শিশির ওখানে- অপূর্ব জানো তাল খেলা"
bibhutibhushan bandopadhyay,"নৃপেন বলিল, হেড়মান্টার আসবে না তো"
bibhutibhushan bandopadhyay,"শিশির বলিল, ই্যা, এত রাঁত্তিরে আবার হেডমাস্টার-- অপূর্বও তাঁদ খেলিতে বসিল বটে কিন্তু শীদ্রই বুঝিতে পারিল, মারের ও দিদির সঙ্গে কত কাল আগে খেলার সে বিদ্বা লইয়৷ এখানে তাসখেলা থাটিবে না"
bibhutibhushan bandopadhyay,"তাসখেলায় ইহারা সব ঘৃণ, কোন্ হাতে কি তাঁস আছে সব ইহাদের নথদর্পণে"
bibhutibhushan bandopadhyay,তাহা ছাড়া এতগুলি অপরিচিত ছেলের সম্মুখে তাহাকে তাহার পুরাতন মুখচোর
bibhutibhushan bandopadhyay,রোগে পাইয়া বসিল; অনেক লোকের সামনে সে মোটেই স্বচ্ছন্দে কথাবার্তা
bibhutibhushan bandopadhyay,"মনে হয়, কথা বলিলেই হয়ত ইহারা হাসিয়া উঠিবে"
bibhutibhushan bandopadhyay,"সে সমীরকে বলিল, তোমরা খেলো, আমি দেখি"
bibhutibhushan bandopadhyay,"বলিল, তিনদিনে শিখিয়ে , ধরো দিকি তীস"
bibhutibhushan bandopadhyay,বাহিরে যেন কিসের শব হইল
bibhutibhushan bandopadhyay,শিশির সঙ্গে সঙ্গে চুপ করিয়া গেল এবং হাতের তাস লুকাইয়া পরের পাঁচ মিনিট এমন অবস্থায় রহিল যে সেথানে একটা কাঠের পুতুল থাকিলে সেটাও তাঁহার অপেক্ষা বেশী নড়িত
bibhutibhushan bandopadhyay,"সমীর টেবিলের আলোটা বাহিরের বারান্দাতে মারিয় দেখিয় আসিয়া নিজের তোৌশকের তলা হুইতে বাহির করিয়া বলিল, ও কিছু না, এস এদ- তোমার হাতের খেলা শিশির"
bibhutibhushan bandopadhyay,"রাত এগারোটার সময় পা টিপিয়া টিপিয়া যে যাঁহার ঘরে চলিয়া গেলে অপূর্ব জিজ্ঞাসা করিল, তোমাদের রোজ এমনি হয় নাকি"
bibhutibhushan bandopadhyay,"আচ্ছা, চুপ ক'রে বসেছিল, ও ছেলেটা"
bibhutibhushan bandopadhyay,"ঘরে ঢুকিবার পর হইতে সে বেশী কথা বলে নাই, তাহার খাটের কোণটিতে নীরবে বিয়া ছিল"
bibhutibhushan bandopadhyay,"বয়স তেরোচৌদ্ম হইবে, বেশ চেহারা"
bibhutibhushan bandopadhyay,"ইহাদের দলে থাকিয়াও সে এতদিনে তাসখেলা শেখে নাই, ইহাদের কথাবার্তা হইতে অপূর্ব বুঝিয়াছিল"
bibhutibhushan bandopadhyay,বোডিং-এর বেশীর ভাগ ছেলেই স্মপারিণ্টেঙ্েণ্টের কাছে ছুটি লইয়া বাড়ি চলিয়
bibhutibhushan bandopadhyay,"অপূর্ব মোটে দুই দিন হইল আসিয়াছে; তাহা ছাড়া যাতায়াতে খরচ- আছে, কাজেই তাহার যাওয়ার কথাই উঠিতে পারে না"
bibhutibhushan bandopadhyay,"কিন্তু তবু তাহার মনে হইল, এই শনিবারে একবার মাকে দেখিয়া আসিলে হইত না,--লারা শনিবারের বৈকালটা কেমন থালি-খালি ফাকা-ফাক"
bibhutibhushan bandopadhyay,সন্ধ্যার সময় সে ঘরে আসিয়া আলো ছালিল
bibhutibhushan bandopadhyay,"ঘরে সে একা, সমীর বাড়ি চলিয়া গিয়াছে, এ রকম চুণকাম-করা ঘরে এক"
bibhutibhushan bandopadhyay,"থাকিবার সৌভাগ্য কখনও তাহার হয় নাই, সে বিভূতি-রচনাবলী খুনী হইয়া"
bibhutibhushan bandopadhyay,খানিকক্ষণ চুপ করিনা নিজের থাটে রইল
bibhutibhushan bandopadhyay,"মনে যনে ভাঁবিল, এইবার মত একট"
bibhutibhushan bandopadhyay,"টেবিল আমার হয় একটা টেবিলের দাম কত, সমীরকে জিজ্ঞাসা করবো"
bibhutibhushan bandopadhyay,পরে আলোটা লইয়া গিয়া সমীরের টেবিলে পড়িতে ব্সিল
bibhutibhushan bandopadhyay,রুটিনে লেখা আছে-- সোমবার পাটীগণিতের দিন
bibhutibhushan bandopadhyay,"বইখানা খুলিয়া সভয়ে প্রশ্নাবলীর অঙ্ক কয়েকটি দেখিতেছে, এমন সময় দরজা দিয়া ঘরে কে ঢুকিল"
bibhutibhushan bandopadhyay,কাল রাজ্রের সেই শাস্ত ছেলেটি
bibhutibhushan bandopadhyay,"অপু বলিল- এসো, এসো, ব'সো"
bibhutibhushan bandopadhyay,"ছেলেটি বলিল, আপনি বাড়ি যান নি"
bibhutibhushan bandopadhyay,"অপু বলিল, না, আমি তো মোটে পরশু এলাম, বাড়িও দুরে"
bibhutibhushan bandopadhyay,গিয়ে আবার সোমবারে আসা যাবে না
bibhutibhushan bandopadhyay,ছেলেটি অপুর মুখের দিকে চাহিয়া রহিল
bibhutibhushan bandopadhyay,"অপু বলিল-বোর্ডিংএ যে আজ একেবারেই ছেলে নেই, সব শনিবারেই কি এমনই হয়"
bibhutibhushan bandopadhyay,তুমি বাড়ি যাও নি কেন
bibhutibhushan bandopadhyay,তোমার নামটা কি জানি নে ভাই
bibhutibhushan bandopadhyay,দেবব্রত বস্ম আপনার মনে থাকে না
bibhutibhushan bandopadhyay,বাড়ি গেলাম না কি ইচ্ছে ক'রে
bibhutibhushan bandopadhyay,সেকেন্ মাল্টার ছুটি দিলে না
bibhutibhushan bandopadhyay,"ছুটি চাইতে গেলাম, বললে, আর শনিবারে গেলে আবার এ শনিবারে হবেনা:যাও"
bibhutibhushan bandopadhyay,"বারো দুরে, ট্রেনে যাইতে ইয়"
bibhutibhushan bandopadhyay,"সে শনিবারে বাড়ি না গিয়া থা না, মন হাপাইরা উঠে, অথচ স্মপারিন্টেঙ্েন্ট দিতে চায় না"
bibhutibhushan bandopadhyay,"তাহার কথাবার্তার ধরণে অপু বুঝিতে পারিল যে, বাড়ি না যাইতে পারিয়৷ মন আজ খুবই খারাপ, অনবরত বাড়ির কথা ছাড়া অন্ত সে বড় একটা বলিল না"
bibhutibhushan bandopadhyay,দেবব্রত খানিকটা বসিয়া থাকিয়া অপুর বালিশটা টানিয় লইয়া পড়িল
bibhutibhushan bandopadhyay,"অনেকটা আপন মনে বলিল,সামনের শনিবারে ছুটি দিতেই হবে, সেকেন্ মাল্টার না দের হেডমাল্টারের কাছে গিয়ে বলবো"
bibhutibhushan bandopadhyay,"অপু, এ ধরণের দুর প্রবাসে একা রাজ্িবাস করিতে আদে অভ্যস্ত নয়, চিরকাল মা-বাপের কাছে কাটাইয়াছে, আজকার তাহার মম্পূর্ণ উদাস ও নিঃসঙ্গ ঠেকিতেছিল"
bibhutibhushan bandopadhyay,"হঠাৎ বিছানা হইতে উঠিয়া বলিল, আপনি দেখেন নি বুঝি"
bibhutibhushan bandopadhyay,"জানেন আনুন না আপনাকে দেখাই, উঠে"
bibhutibhushan bandopadhyay,"পরে সে অপুর হাত ধরিয়া পিছনের দেওয়ালের বড় জানালাটার কাছে লইয়া গিয়া দেখাইল, সেটার পাশাপাশি দু'টি তুলিয়া ফেলিয়"
bibhutibhushan bandopadhyay,একটা লোক অনায়ানে সেই ফাকটুকু দিয়া ঘরে যাতায়াত করিতে পারে
bibhutibhushan bandopadhyay,"বলিল, শুধু সমীরদা আর গণেশ জানে, কাউকে যেন বলবেন না"
bibhutibhushan bandopadhyay,একটু পরে বোডিং-এর খাওয়ার ঘণ্টা পড়িল
bibhutibhushan bandopadhyay,"খাওয়ার আগে অপু বলিল, আচ্ছা ভাই, এ কথাটার মানে জানো"
bibhutibhushan bandopadhyay,অপরাজিত এক খণ্ড ছাপা কাগজ সে দেব্রতকে দেখিতে দিল
bibhutibhushan bandopadhyay,বড় বড় অক্ষরে কাগজধানাতে লেখ
bibhutibhushan bandopadhyay,"আছে- এত বড় কথা সে এ পর্যন্ত কমই পাইয়াছে, অর্থটা জানিবার খুব কৌতুহল"
bibhutibhushan bandopadhyay,"দেবব্রত জানে না, বলিল, চলুন, খাওয়ার সময় মণিদাকে জিজ্ঞেস করবো"
bibhutibhushan bandopadhyay,"মণিমোহন মেকেও ক্লাসের ছাত্র, দেবব্রত কাগজধান৷ দেথাইলে সে বলিল, এর মানে সাহিত্য"
bibhutibhushan bandopadhyay,"এম্যাক্মিলান কোম্পানীর বইয়ের বিজ্ঞাপন, কোথায় পেলে"
bibhutibhushan bandopadhyay,"অপু হাত তুলিয়া দেখাইয়া বলিল, ওই লাইব্রেরীর কোণটায় কুড়িয়ে পেয়েছি, লাইব্রেরীর ভেতর থেকে কেমন ক'রে উড়ে এসেছে বোধ হয়"
bibhutibhushan bandopadhyay,"হাসিমুখে বলিল, কেমন ন্যাপ থালিনের গন্ধটা"
bibhutibhushan bandopadhyay,কাগজখধানা সে যত্ব করিয় রাখিয়া দিল
bibhutibhushan bandopadhyay,হেডমান্টারকে অপু অত্যস্ত ভয় করে
bibhutibhushan bandopadhyay,"প্রৌঢ় বয়স, বেশ লম্বা, মুখে কাচাপাকা দাড়ি- গৌফষ্ক অনেকটা যাত্রার দলের মুনির মত"
bibhutibhushan bandopadhyay,"ভারী নাকি মেজাজের লোক, শিক্ষকেরা পর্যন্ত তাহ ভয় চলেন"
bibhutibhushan bandopadhyay,অপু এতদিন তাঁহাকে দূর হইতে দেখিরা আসিতেছিল
bibhutibhushan bandopadhyay,একদিন একটা বড় মজা হইল
bibhutibhushan bandopadhyay,"সত্ে;নবাবু ক্লাসে আসিয়া বাংলা হইতে ইংরেজী করিতে দ্বির়াছেন, এমন সময় হেডমান্টার ক্লাসে ঢুকিতেই সকলে উঠিয়া দাড়াইল হেডমান্টার বইখানা সত্যেনবাবুর হাত হইতে লইয়া একবার চোখ বুলাইয়"
bibhutibhushan bandopadhyay,"দেখিয়া লইয়া গম্ভীরস্বরে বলিলেন-- টি , এ নাম কেহ জানে না"
bibhutibhushan bandopadhyay,"স্কুলের ক্লাসের ছেলে, নামও শোনে নাই ""কে বলতে পারো- তুমি--তুমি"
bibhutibhushan bandopadhyay,ক্লাসে সচ পড়িলে তাহার শোনা যায়
bibhutibhushan bandopadhyay,"অপুর অস্পষ্ট মনে হইল নামটা--যেন তাহার নিতাস্ত অপরিচিত নয়, কোথাও যেন সে পাইয়াছে ইহার আগে"
bibhutibhushan bandopadhyay,"কিন্তু তাহার পালা আসিল ও চলিয়া গেল, তাহার মনে পড়িল না"
bibhutibhushan bandopadhyay,"ওদিকের বেঞ্চিটা ঘুরিয়া যখন প্রশ্নটা তাহাদের সম্মুখের বেঞ্চের ছেলেদের কাছে আগিয়া পৌছিয়াছে, তথন তাহার হঠাৎ মনে পড়িল, নিশ্চিনদিপুরে থাকিতে সেই পুরাতন ব্গবাসী' গুলার মধ্যে কোথায় সে এ-কথাটা পঁড়িয়াছে বোধ হয়, সেই বিলাত যাত্রীর চিঠি'র মধ্যে হইবে"
bibhutibhushan bandopadhyay,"পরক্ষণেই সে উঠিয়া দীাড়াইয়া বলিল--করাসী দেশের লেখক, খুব বড় লেখক"
bibhutibhushan bandopadhyay,"প্যারিসে তাঁর পাথরের যুত্তি আছে, পথের ধারে"
bibhutibhushan bandopadhyay,"হেডমাস্টার বোধ হয় এ ক্লাসের ছেলের নিকট এ ভাবের উত্তর মাশা করেন নাই, তাঁহার দিকে চশমা-আটা জ্বলঙছলে চোখে পূর্ণ দৃষ্টিতে চাহিতেই অপু অভিভূত ও সঙ্কুচিত অবস্থায় চোখ নামাইয়া লইল"
bibhutibhushan bandopadhyay,"পথের ধারে নয়, বাগানের মধ্যে"
bibhutibhushan bandopadhyay,সত্যেনবাবু তাহার উপর খুব হইইলেন
bibhutibhushan bandopadhyay,ছুটির পর তাহাকে সঙ্গে করিয়া নিজের বাসায় লইয়
bibhutibhushan bandopadhyay,"ছোটোধাটো বাড়ি, পরিষ্কার পরিচ্ছন্ন, একাই থাকেন"
bibhutibhushan bandopadhyay,"স্টোভ বিভূতি-রচনাবলী জালিয়া চা ও খাবার করিয়া তাহাকে দিলেন, নিজেও থাইলেন"
bibhutibhushan bandopadhyay,"বলিলেন, আর একটু ভাল ক'রে গ্রামারটা পড়বে--আমি তোমাকে দাগ দিয়ে দেখিয়ে দেবো"
bibhutibhushan bandopadhyay,"অনেকক্ষণ কাটিয়া গিয়াছিল, সে আলমারিটার দিকে-আঙল দিয়"
bibhutibhushan bandopadhyay,দেখাইয়া বলিল--ওতে আপনার অনেক বই আছে সত্যেনবাবু আলমারি দেখাইলেন
bibhutibhushan bandopadhyay,"বেশীর ভাগই আইনের বই, পরীক্ষা দিবেন"
bibhutibhushan bandopadhyay,"একধানা বই তাঁহার হাতে দিয়া বলিলেন--এখান তুমি পড়ো--বাংলা বই, ইতিহাসের গল্প অপুর আরও দু'-একখানা বই নামাইয়া দেখিবার ইচ্ছা ছিল, কিন্তু শেষ পর্যন্ত পারিল না"
bibhutibhushan bandopadhyay,মাগ দুই-তিনের মধ্যে বোডিংএর সকলের সঙ্গে তাহার খুব জানাশোন
bibhutibhushan bandopadhyay,"হয়ত তাঁহা ঘটিত না, কাঁরণ তাহার মত লাজুক ও মুখচোরা প্রকৃতির ছেলের পক্ষে সকলের সহিত মিশিরা আলাপ লওয়াটা একরূপ সম্ভবের বাহিরের ব্যাপার, কিন্তু প্রায় সকলেই তাহার সহিত যাচিয়"
bibhutibhushan bandopadhyay,তাহাকে কে খুনী করিতে পারে-- ইহা লইয়া দিনকতক যেন বোড়িং-এর ছেলেদের মধ্যে একটা পাল্লা দেওয়া চলিল
bibhutibhushan bandopadhyay,"ঘরে খাইতে বসিবার সময় সকলেরই ইচ্ছা--অপু তাঁহার কাছে বমে, এ তাড়াতাড়ি বড় অন্বস্তি বোধ করিত, খাই তত থাঁওয়া ঘটিত না, কোন রকমে খাওয়া সারিয়"
bibhutibhushan bandopadhyay,"কিন্তু যেদিন ফাল্টক্লাসের পর্যন্ত তাহাকে নিজের পাতের লেবু তুলিয়া দিয়া গেল, সেদিন সে মনে মনে খুনী তো হইলই, একটু গর্বও অনুভব করিল"
bibhutibhushan bandopadhyay,"রমাপতি বয়সে তাহার অপেক্ষা চার-পাঁচ বৎসরের বড়, ইংরেজি ভাল জানে বলিয়া হেডমাস্টারের প্রিয়পাত্র, মান্টারেরা পর্যন্ত খাতির করিয়া চলেন, একটু গভভীরপ্রকৃতির ছেলেও খাওয়া শেষ করিয়৷ আসিতে আসিতে সে ভাবিল, আমি কি ওই স্কামলালের মত রমাপতিদ পর্যন্ত সেধে লেবু দিল"
bibhutibhushan bandopadhyay,দেবব্রত মন্ধকারের মধ্যে কাঠালভলাটায় তাহারই অপেক্ষা করিতেছিল
bibhutibhushan bandopadhyay,"বলিল-- আপনার ঘরে যাবো অপূর্বদা, একটা টাস্ক একটু ব'লে দেবেন"
bibhutibhushan bandopadhyay,"পরে সে হাসিমুখে বলিল, আজ বুধবার, আর চারদিন পরেই বাড়ি যাবো"
bibhutibhushan bandopadhyay,"শনিবারটা ছেড়ে দিন, মধ্যে আর তিনটে দিন"
bibhutibhushan bandopadhyay,"আপনি বাঁড়ি যাবেন না, অপূর্বদা"
bibhutibhushan bandopadhyay,স্কূল-কম্পাউণ্ডের সেই পাঁডাবাহার ও চীনা-ছবার ঝোপটা অপুর বড় প্রিয় হইয়া উঠিয়াছিল
bibhutibhushan bandopadhyay,সে রবিবারের শান্ত দুপুরে রৌদ্রে পিঠ দিয়া পাতার রাশির মধ্যে বসিয্ বসিয়া বই পড়ে
bibhutibhushan bandopadhyay,"রানের বই পড়িতে ভাঁহার ভাল লাগে না, বই-এর গল্পগুলি সে মাসথানেকের মধ্যেই পড়িয়া শেষ করিয়াছে"
bibhutibhushan bandopadhyay,"কিন্তু মুশকিল এই যে, স্কুল লাইব্রেরীতে ইংরেজি বই বেশী; যে বইগুলার বীধাই চিত্তাকর্ষক, ছবি বেণী, অপরাজিত সবই ইংরেজি"
bibhutibhushan bandopadhyay,"ইংরেজি সে ভাল বুঝিতে পারে না, কেবল ছবির তলাকার বর্ণনাটা বোঝে মাত্র"
bibhutibhushan bandopadhyay,একদিন হেডমান্টারের অফিসে তাহার ডাক ৷ হেডমাস্টার ডাকিতেছেন শুনিয়া তাহার প্রাণ উড়িয়া গেল
bibhutibhushan bandopadhyay,"ভয়ে ভয়ে অফিসৎরের দুয়ারের কাছে গিয়া দেখিল, আর একজন পোশাক-পরা ভদ্রলোক ঘরের মধ্যে বসিয়া আছেন"
bibhutibhushan bandopadhyay,হেডমানল্টারের ইঙ্গিতে সে ঘরে ঢুকিয়া দু'জনের সামনে গিয়া দীড়াইল
bibhutibhushan bandopadhyay,"ভদ্্রলোকাট ইংরেজিতে তাহার নাম জিজ্ঞাসা করিলেন ও সামনের একথানা পাতার উপর ঝুঁকিয়া পড়িয়া কি দেখিয়া লইয়া একধানি ইংরেজি বই তাহার হাতে দিয় ইংরেজিতে বলিলেন, এই বইখানা তুমি পড়তে নিয়েছিলে অপু দেখিল, বইধানা"
bibhutibhushan bandopadhyay,মাপথানেক মাগে লাইব্রেরী হইতে পড়িবার জন্য সে লইযাছিল
bibhutibhushan bandopadhyay,সবটা ভাল বুঝিতে পারে নাই
bibhutibhushan bandopadhyay,"সে কম্পিত কণ্ঠে বলিল, ইয়েস- হেডমাস্টার গর্জন করিয় বলিলেন, ইয়ে স্তর অপুর পা কাপিতেছিল, জিভ শুকাইয়"
bibhutibhushan bandopadhyay,"আসিতেছিল, থতমত বলিল, ইয়েস"" স্যর ভদ্রুলোকটি পনরায় ইংরেজিতে বলিলেন, কাকে বলে"
bibhutibhushan bandopadhyay,"অপু ইহার মাগে কথনও ইংরেজি বলিতে অভ্যাস্ করে নাই, ভাবিয়া"
bibhutibhushan bandopadhyay,"ভাবিয়া ইংরেজিতে বিল, এক ধরব গাঁড়ি"
bibhutibhushan bandopadhyay,কচি মনে আসিলেও হঠাৎ সে ইংরেজি করিতে পারিল না
bibhutibhushan bandopadhyay,অন্য গাড়ির সঙ্গে সনেজের পার্থক্য কি
bibhutibhushan bandopadhyay,"অপু প্রথমে বলিল, সেজে হাজ--তারপরই তাহার মনে পড়িল--মার্টক্ল-সংক্রান্ত কোন গোলযোগ এখানে উঠিতে পারে"
bibhutibhushan bandopadhyay,বা কোনটা বলিতে হইবে তাড়াতাড়ির মাথায় ভাবিবার সময় না পাইয়
bibhutibhushan bandopadhyay,"সোজাসুজি বহুবচনে বলিল, গ্লেজেস্ নো হুইল্স্ ""অরোরা বোরিয়ালিস কাহাকে বলে"
bibhutibhushan bandopadhyay,মাত্র দিন কতক আগে সত্যেনবাবুর কি একখানা ইংরেজি বইতে সে ইহার ছবি দেখির়াছিল
bibhutibhushan bandopadhyay,সে জায়গাটা পড়িয়া মানে না বুঝিলেও এ কথাটা খুব গাল-ভরা বলিয়া সত্যেনবাবুর নিকট উচ্চারণ জানিয় মুখস্থ রাখিয়াছিল
bibhutibhushan bandopadhyay,"বোরিয়ালিস ইজ এ কাইও অব, এ্যাটমোস্ফেরিক ইলেক্টি সিটি-- ফিরিয় আসিবার সময় শুনিল, ভদ্রলোকটি বলিতেছেন, আন্ইউজুয়াল ফর এ ব্য অব, ফোর্থ ক্লাস"
bibhutibhushan bandopadhyay,"অপু পরে জানিয়াছিল তিনি স্কুল-বিভাগের বড় ইন্সপেক্টর, বলিয়া হঠাৎ স্কুল দেখিতে আদিরাছিলেন"
bibhutibhushan bandopadhyay,পরে সে রমাপতির ঘরে আক বুঝিতে যায়
bibhutibhushan bandopadhyay,"রমাঁপতি অবস্থাপন্ন ঘরের ছেলে, নিজের সীট বেশ রাখিয়াছে"
bibhutibhushan bandopadhyay,"টেবিলের উপর পাথরের দোয়াতদানি, নতুন নিব পরানো বি র -- বিভূতি-রচনাবলী কলমণ্ডলি সাফ করিয়া গুছাইয়া রাখিয়াছে, বিছানাটি ধবধবে, বালিশের ওপর তোরালে"
bibhutibhushan bandopadhyay,"অপুর পড়া শুনার কথাবার্তা মিটিবার পর সে বলিল, এবার তোমায় সরস্বতী পূজোতে ছোট ছেলেদের লীডার হ'তে হবে, আর তো বেশী দেরিও নেই, এখন থেকেই আদায়ের কাজে বেরুনো চাই"
bibhutibhushan bandopadhyay,"উঠিবার সময় ভাবিল, রমাপতিদার মত এই রকম একটা দোয়াতদানি হয় আমার"
bibhutibhushan bandopadhyay,"হ্যা, চাইতে যাবো বৈ কি"
bibhutibhushan bandopadhyay,ওদব হবে না আমার দিয়ে
bibhutibhushan bandopadhyay,"মাসল কথা সে বেজায় মুখচোরা, কাহারও সহিত কথা বলিতে পারিবে না"
